"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-194315","Signaling by Rho GTPases","151/2399","455/10654",6.33419509582763e-08,8.88726352730917e-07,7.17104364232258e-07,"CYFIP2/ARHGAP18/H2BC10/PRKCZ/AR/H2BC17/DEPDC1B/IQGAP2/NCK1/RTKN/PAK3/H3C8/RAC3/TUBB4A/H2AX/BRK1/ITGB1/AURKB/NET1/ARHGAP44/CDH1/CENPP/INCENP/ARHGEF6/H2AZ2/SPC25/PLK1/WIPF3/TUBB2B/ZWINT/VAV3/CDC20/CALM2/H2AC8/KDM1A/RHOH/CENPI/CENPA/BIRC5/H2BC12/H2BC9/ABI2/ARHGEF26/RHOT1/H3C10/H4C9/MYL12B/PAK1/CENPU/H4C13/RCC2/CDC25C/H2BC15/PRKCB/H3-3B/H3C11/CENPK/SOS1/PPP1CC/RANGAP1/KIF14/CENPO/TIAM1/H2BC14/H3C1/TUBB2A/H2AC20/BUB1/ERCC6L/SCAI/H3C7/KIF5A/MAD2L1/NUP160/NUP85/CENPF/KNL1/H4C15/H4C14/TIAM2/H3C2/ARHGAP26/ECT2/ZWILCH/PRC1/H4C5/H4C2/H3C12/YWHAZ/SKA1/SGO1/NSL1/H2BC11/H2AC4/KIF2A/H2BC6/H2BC8/H4C1/NUF2/RASGRF2/RHPN2/H2BC7/GOPC/H4C4/RHOJ/NUDC/NUP107/FGD4/XPO1/FLNA/RACGAP1/KIF2C/KNTC1/ARHGAP42/ROCK1/CIT/ARHGAP5/H4C3/ITGB3BP/MIS12/ARHGEF10/CLASP2/NUP43/SGO2/PPP2R1B/H2BC13/ARHGAP11A/NUP37/H2BC5/KTN1/SPC24/IQGAP3/NDC80/MYO9A/H2AZ1/DSN1/CDCA8/H2AC14/CENPN/CENPE/H2AC6/RAC1/H4C6/H2BU1/CENPQ/H2BC4/CFTR/YWHAG/CENPH/NUP133/PIK3R4",151
"R-HSA-157118","Signaling by NOTCH","88/2399","235/10654",1.21771870133927e-07,1.69127597408232e-06,1.36467358980499e-06,"HEY2/ARRB2/SEL1L/TACC3/H2BC10/AGO2/H2BC17/TP53/SKP1/H3C8/H2AX/WWC1/RBPJ/FABP7/EGF/PSEN1/H2AZ2/EP300/PSME3/TNRC6C/DLGAP5/PSMD11/H2AC8/PSMD5/RBX1/H2BC12/H2BC9/CNTN1/H3C10/H4C9/TLE1/E2F3/H4C13/H2BC15/TFDP2/H3-3B/H3C11/H2BC14/H3C1/PBX1/H2AC20/H3C7/HDAC2/DTX4/H4C15/H4C14/H3C2/H4C5/H4C2/H3C12/YWHAZ/HDAC3/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/PSME2/TNRC6A/H2BC7/PSMC2/H4C4/ACTA2/DNER/PSMB1/NOTCH1/JAG1/H4C3/ITCH/PSMA3/PSMA5/PRKCI/CCNC/H2BC13/ST3GAL6/H2BC5/ELF3/H2AZ1/PSMD7/H2AC14/PSMD10/CDK8/H2AC6/H4C6/H2BU1/H2BC4/PSMC6/PSMA6",88
"R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","56/2399","130/10654",1.2548489481208e-07,1.72541730366611e-06,1.39222188559929e-06,"H2BC10/H2BC17/H3C8/H2AX/H2AZ2/PSME3/PSMD11/H2AC8/PSMD5/H2BC12/H2BC9/H3C10/H4C9/H4C13/H2BC15/H3-3B/H3C11/H2BC14/H3C1/H2AC20/MYB/H3C7/H4C15/H4C14/H3C2/KMT2A/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/PSME2/H2BC7/PSMC2/H4C4/PSMB1/CDK7/H4C3/ITCH/PSMA3/PSMA5/H2BC13/H2BC5/H2AZ1/PSMD7/H2AC14/PSMD10/H2AC6/H4C6/H2BU1/H2BC4/PSMC6/PSMA6",56
"R-HSA-3214841","PKMTs methylate histone lysines","36/2399","71/10654",1.76996744797253e-07,2.40960914946755e-06,1.94428941132157e-06,"EHMT2/H3C8/SETD6/KMT2D/SUV39H2/H3C10/H4C9/H4C13/EZH2/EHMT1/H3C11/SUV39H1/NSD2/DOT1L/H3C1/H3C7/NSD1/H4C15/H4C14/H3C2/KMT2A/H4C5/H4C2/H3C12/H4C1/RELA/H4C4/WDR5/DPY30/H4C3/ATF7IP/SETDB1/RBBP4/H4C6/AEBP2/SUZ12",36
"R-HSA-5693616","Presynaptic phase of homologous DNA pairing and strand exchange","24/2399","39/10654",1.79501162394783e-07,2.41974606169439e-06,1.95246878394326e-06,"BRCA2/BLM/TOP3A/XRCC2/RPA1/EXO1/DNA2/RFC3/RFC5/ATM/CHEK1/RFC2/TOPBP1/BRIP1/BARD1/RAD51/RPA2/RFC4/BRCA1/ATR/RMI1/RBBP8/RHNO1/WRN",24
"R-HSA-2980766","Nuclear Envelope Breakdown","29/2399","52/10654",1.97337274755853e-07,2.63435682319706e-06,2.12563605102369e-06,"NDC1/LMNB1/CCNB1/NUP188/PLK1/NUP155/NUP50/NUP210/PRKCB/NUP88/NUP205/NUP35/NUP153/NUP93/VRK1/TMPO/NUP160/NUP85/NUP107/CCNB2/NEK9/CNEP1R1/NUP54/CDK1/NUP43/NUP42/LPIN1/NUP37/NUP133",29
"R-HSA-3214842","HDMs demethylate histones","28/2399","50/10654",2.85030340679597e-07,3.76842998494659e-06,3.0407082902459e-06,"H3C8/UTY/KDM5A/KDM1A/H3C10/H4C9/KDM4A/H4C13/H3C11/H3C1/KDM2B/H3C7/KDM6A/H4C15/H4C14/H3C2/H4C5/H4C2/H3C12/H4C1/H4C4/KDM3B/KDM5D/KDM5B/H4C3/PHF8/H4C6/KDM3A",28
"R-HSA-180786","Extension of Telomeres","20/2399","30/10654",2.90920975595611e-07,3.80967944232348e-06,3.07399206293508e-06,"POLA2/RUVBL1/RPA1/POLE/POLA1/LIG1/PRIM1/RUVBL2/DNA2/RFC3/RFC5/FEN1/RFC2/POLD1/POLD3/PCNA/DKC1/RPA2/RFC4/POLE2",20
"R-HSA-195721","Signaling by WNT","114/2399","331/10654",3.30898011575033e-07,4.29230911241198e-06,3.46342109434046e-06,"SOX2/ARRB2/H2BC10/WNT5A/AGO2/SOX13/FZD7/H2BC17/PPP3CA/GNAO1/GNB4/SKP1/SFRP2/CTBP2/RUVBL1/H3C8/RAC3/H2AX/KMT2D/VANGL2/FZD6/CCDC88C/GNG4/PLCB2/AXIN2/FZD5/USP34/H2AZ2/WIF1/EP300/PSME3/TNRC6C/ZNRF3/PSMD11/CALM2/H2AC8/SFRP1/VPS26A/FZD3/TCF7L1/PSMD5/RBX1/PIP5K1B/H2BC12/H2BC9/GNG5/H3C10/H4C9/TLE1/BCL9/H4C13/H2BC15/PRKCB/H3-3B/H3C11/NLK/ROR1/GNG12/H2BC14/SOX4/H3C1/PLCB3/H2AC20/CHD8/XIAP/H3C7/H4C15/H4C14/H3C2/SMARCA4/H4C5/H4C2/RNF146/H3C12/YWHAZ/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/PSME2/TNRC6A/H2BC7/PSMC2/VPS35/H4C4/AMER1/PSMB1/XPO1/TLE5/PRICKLE1/H4C3/LRP6/PSMA3/PSMA5/ITPR2/PPP2R1B/H2BC13/H2BC5/TNKS/KRAS/H2AZ1/PSMD7/H2AC14/PSMD10/H2AC6/RAC1/H4C6/RSPO2/H2BU1/CDC73/H2BC4/PSMC6/PSMA6",114
"R-HSA-3301854","Nuclear Pore Complex (NPC) Disassembly","22/2399","35/10654",3.45096521036825e-07,4.43465155537976e-06,3.57827578133609e-06,"NDC1/CCNB1/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NUP160/NUP85/NUP107/CCNB2/NEK9/NUP54/CDK1/NUP43/NUP42/NUP37/NUP133",22
"R-HSA-5685942","HDR through Homologous Recombination (HRR)","34/2399","67/10654",3.7762504436499e-07,4.80772625927649e-06,3.87930601131286e-06,"BRCA2/BLM/TOP3A/POLK/XRCC2/RPA1/POLE/EXO1/DNA2/RFC3/RFC5/ATM/CHEK1/RFC2/POLD1/POLD3/RAD51AP1/PCNA/TOPBP1/BRIP1/BARD1/RAD51/RPA2/RFC4/PALB2/BRCA1/POLE2/ATR/EME1/RMI1/RBBP8/GEN1/RHNO1/WRN",34
"R-HSA-69002","DNA Replication Pre-Initiation","40/2399","85/10654",4.87072225690427e-07,6.14425972774621e-06,4.95774143773742e-06,"ORC1/MCM2/CDT1/POLA2/MCM7/MCM5/CDC45/MCM3/CDC6/RPA1/POLE/POLA1/PRIM1/MCM10/PSME3/PSMD11/MCM4/E2F2/PSMD5/ORC2/CDC7/E2F3/ORC6/MCM8/MCM6/GMNN/PSME2/PSMC2/RPA2/PSMB1/POLE2/PSMA3/PSMA5/ORC4/DBF4/ORC3/PSMD7/PSMD10/PSMC6/PSMA6",40
"R-HSA-174417","Telomere C-strand (Lagging Strand) Synthesis","17/2399","24/10654",6.20030197578863e-07,7.75037746973579e-06,6.25370170572366e-06,"POLA2/RPA1/POLE/POLA1/LIG1/PRIM1/DNA2/RFC3/RFC5/FEN1/RFC2/POLD1/POLD3/PCNA/RPA2/RFC4/POLE2",17
"R-HSA-4551638","SUMOylation of chromatin organization proteins","35/2399","71/10654",6.28295115733828e-07,7.78293499219832e-06,6.27997204346567e-06,"PHC1/NDC1/CBX2/NUP188/NUP155/NUP50/H4C9/NUP210/H4C13/NUP88/NUP205/NUP35/NUP153/NUP93/HDAC2/NUP160/NUP85/H4C15/H4C14/H4C5/H4C2/H4C1/H4C4/NUP107/NUP54/H4C3/NUP43/CBX5/NUP42/NUP37/SUMO1/H4C6/SUZ12/NUP133/PIAS2",35
"R-HSA-159231","Transport of Mature mRNA Derived from an Intronless Transcript","24/2399","41/10654",6.70174152401952e-07,8.22758446029183e-06,6.63875523150054e-06,"NDC1/CPSF4/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NCBP1/NUP160/NUP85/WDR33/ALYREF/CPSF3/NUP107/NUP54/NUP43/CPSF2/NUP42/NUP37/NUP133",24
"R-HSA-176033","Interactions of Vpr with host cellular proteins","22/2399","36/10654",6.98852441309472e-07,8.42914128772389e-06,6.80138941034334e-06,"HMGA1/NDC1/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NUP160/NUP85/PSIP1/NUP107/SLC25A4/NUP54/SLC25A5/NUP43/NUP42/NUP37/NUP133",22
"R-HSA-177243","Interactions of Rev with host cellular proteins","22/2399","36/10654",6.98852441309472e-07,8.42914128772389e-06,6.80138941034334e-06,"NDC1/NUP188/RANBP1/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/RANGAP1/NUP160/NUP85/NUP107/XPO1/NUP54/NUP43/NUP42/NUP37/NPM1/NUP133",22
"R-HSA-201681","TCF dependent signaling in response to WNT","85/2399","233/10654",7.27233997884344e-07,8.69518910513889e-06,7.01606072100777e-06,"SOX2/H2BC10/WNT5A/SOX13/H2BC17/SFRP2/RUVBL1/H3C8/H2AX/KMT2D/FZD6/CCDC88C/AXIN2/FZD5/USP34/H2AZ2/WIF1/EP300/PSME3/ZNRF3/PSMD11/H2AC8/SFRP1/TCF7L1/PSMD5/RBX1/PIP5K1B/H2BC12/H2BC9/H3C10/H4C9/TLE1/BCL9/H4C13/H2BC15/H3-3B/H3C11/H2BC14/SOX4/H3C1/H2AC20/CHD8/XIAP/H3C7/H4C15/H4C14/H3C2/SMARCA4/H4C5/H4C2/RNF146/H3C12/YWHAZ/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/PSME2/H2BC7/PSMC2/H4C4/AMER1/PSMB1/XPO1/H4C3/LRP6/PSMA3/PSMA5/PPP2R1B/H2BC13/H2BC5/TNKS/H2AZ1/PSMD7/H2AC14/PSMD10/H2AC6/H4C6/RSPO2/H2BU1/CDC73/H2BC4/PSMC6/PSMA6",85
"R-HSA-3700989","Transcriptional Regulation by TP53","122/2399","365/10654",7.86390871709624e-07,9.32144352242011e-06,7.52137911780348e-06,"EHMT2/TXNRD1/SSRP1/AGO2/E2F8/ARID3A/BLM/MDC1/TP53/GTF2H3/LAMTOR5/TOP3A/POLR2H/AURKB/TPX2/RPA1/E2F7/MAPKAPK5/CCNA2/RRAGD/CCNE1/EXO1/EP300/SCO1/CCNB1/GSR/TNRC6C/DNA2/RFC3/TAF13/RFC5/FANCD2/ATM/CHD4/USP7/BIRC5/TAF5/FAS/CHEK1/MSH2/CCNG1/TBP/EHMT1/CDC25C/GLS/RFC2/TFDP2/FANCI/TAF12/CENPJ/PMAIP1/PLK2/COX6C/PRMT5/TAF2/PCNA/RBL2/FOS/TOPBP1/BRIP1/RICTOR/HDAC2/TXN/SUPT16H/BARD1/LRPPRC/MAP2K6/CCNA1/GATAD2A/MTOR/CNOT1/TIGAR/YWHAZ/COX5A/COX11/TNRC6A/PRKAA2/RPA2/TAF11/PRMT1/RFC4/PRDX2/BRCA1/NOC2L/GLS2/POLR2K/CDK7/TAF4B/CNOT10/ATR/CHEK2/CDK1/ZNF385A/RBL1/PPP2R1B/POLR2D/CYCS/RBBP4/AURKA/BRD7/RRAGB/POLR2B/NPM1/RMI1/RBBP8/CNOT8/GTF2F2/CNOT6/DDIT4/RHNO1/CCNE2/TCEA1/YWHAG/TAF15/NDUFA4/WRN/ELOC/CASP6/CCNT1/SESN3/ZNF420/CCNT2",122
"R-HSA-69186","Lagging Strand Synthesis","15/2399","20/10654",8.9640899279051e-07,1.05347210691192e-05,8.50036057940799e-06,"POLA2/RPA1/POLA1/LIG1/PRIM1/DNA2/RFC3/RFC5/FEN1/RFC2/POLD1/POLD3/PCNA/RPA2/RFC4",15
"R-HSA-165054","Rev-mediated nuclear export of HIV RNA","21/2399","34/10654",9.7697778552382e-07,1.12886088663467e-05,9.10866506804163e-06,"NDC1/NUP188/RANBP1/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/RANGAP1/NUP160/NUP85/NUP107/XPO1/NUP54/NUP43/NUP42/NUP37/NUP133",21
"R-HSA-4085377","SUMOylation of SUMOylation proteins","21/2399","34/10654",9.7697778552382e-07,1.12886088663467e-05,9.10866506804163e-06,"NDC1/PIAS4/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NUP160/NUP85/NUP107/NUP54/NUP43/NUP42/NUP37/SUMO1/TOPORS/NUP133",21
"R-HSA-9006931","Signaling by Nuclear Receptors","103/2399","299/10654",1.20705066848286e-06,1.38307889096994e-05,1.11599246015871e-05,"AKR1C3/CXCL12/H2BC10/PRKCZ/POU2F1/AGO2/CRABP1/H2BC17/GNB4/PDK3/PLTP/H3C8/H2AX/PIK3CA/POLR2H/KPNA2/EGF/FASN/GNG4/H2AZ2/EP300/TNRC6C/USF1/GREB1/CALM2/H2AC8/KDM1A/H2BC12/H2BC9/GNG5/H3C10/H4C9/APOE/TBP/KDM4A/H4C13/H2BC15/MYLIP/H3-3B/H3C11/FKBP4/PIK3R3/SMC1A/GNG12/H2BC14/H3C1/FOS/H2AC20/PIK3R1/HSP90AB1/MYB/CAV2/H3C7/NRIP1/H4C15/H4C14/H3C2/DLAT/FOSB/H4C5/H4C2/SCD/H3C12/HDAC3/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/TNRC6A/H2BC7/H4C4/MMP2/SMC3/PRMT1/STRN/XPO1/POLR2K/APOC1/H4C3/STAG1/NR5A2/POLR2D/H2BC13/H2BC5/GNAI1/POLR2B/RDH11/KRAS/H2AZ1/H2AC14/CYP26A1/IGF1R/H2AC6/H4C6/GTF2F2/H2BU1/H2BC4/CHD1/ADH1C/PTGES3/KDM3A/CCNT1",103
"R-HSA-159234","Transport of Mature mRNAs Derived from Intronless Transcripts","24/2399","42/10654",1.23077422326042e-06,1.39860707188684e-05,1.12852199331578e-05,"NDC1/CPSF4/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NCBP1/NUP160/NUP85/WDR33/ALYREF/CPSF3/NUP107/NUP54/NUP43/CPSF2/NUP42/NUP37/NUP133",24
"R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation","41/2399","92/10654",2.08189236335852e-06,2.34639508165407e-05,1.89328261516815e-05,"SSRP1/BLM/TP53/TOP3A/AURKB/TPX2/RPA1/MAPKAPK5/CCNA2/EXO1/DNA2/RFC3/TAF13/RFC5/ATM/TAF5/CHEK1/TBP/RFC2/TAF12/TAF2/TOPBP1/BRIP1/SUPT16H/BARD1/CCNA1/PRKAA2/RPA2/TAF11/RFC4/BRCA1/NOC2L/TAF4B/ATR/CHEK2/AURKA/RMI1/RBBP8/RHNO1/TAF15/WRN",41
"R-HSA-3108214","SUMOylation of DNA damage response and repair proteins","36/2399","77/10654",2.18262921247326e-06,2.43993103020385e-05,1.96875583221807e-05,"PHC1/NDC1/PIAS4/BLM/CBX2/MDC1/RPA1/NUP188/NUP155/RNF168/NUP50/PARP1/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/SMC1A/NSMCE4A/NSMCE2/NUP160/NUP85/SMC3/NUP107/BRCA1/NUP54/NUP43/STAG1/NUP42/NUP37/SUMO1/SMC6/WRN/NUP133/PIAS2",36
"R-HSA-5663220","RHO GTPases Activate Formins","56/2399","140/10654",2.27314932343848e-06,2.52062929010315e-05,2.03387044728706e-05,"TUBB4A/ITGB1/AURKB/CENPP/INCENP/SPC25/PLK1/TUBB2B/ZWINT/CDC20/CENPI/CENPA/BIRC5/CENPU/RCC2/CENPK/PPP1CC/RANGAP1/CENPO/TUBB2A/BUB1/ERCC6L/SCAI/MAD2L1/NUP160/NUP85/CENPF/KNL1/ZWILCH/SKA1/SGO1/NSL1/KIF2A/NUF2/NUDC/NUP107/XPO1/KIF2C/KNTC1/ITGB3BP/MIS12/CLASP2/NUP43/SGO2/PPP2R1B/NUP37/SPC24/NDC80/DSN1/CDCA8/CENPN/CENPE/RAC1/CENPQ/CENPH/NUP133",56
"R-HSA-5651801","PCNA-Dependent Long Patch Base Excision Repair","15/2399","21/10654",2.48167886561319e-06,2.72984675217451e-05,2.20268591524741e-05,"APEX1/RPA1/POLE/LIG1/RFC3/RFC5/FEN1/RFC2/POLD1/POLD3/PCNA/RPA2/RFC4/POLE2/POLB",15
"R-HSA-180910","Vpr-mediated nuclear import of PICs","20/2399","33/10654",2.71920956365466e-06,2.96739138890885e-05,2.39435829581621e-05,"HMGA1/NDC1/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NUP160/NUP85/PSIP1/NUP107/NUP54/NUP43/NUP42/NUP37/NUP133",20
"R-HSA-6791312","TP53 Regulates Transcription of Cell Cycle Genes","26/2399","49/10654",3.00499152637822e-06,3.25343570769296e-05,2.62516458251359e-05,"E2F8/ARID3A/TP53/E2F7/CCNA2/CCNE1/EP300/CCNB1/CDC25C/TFDP2/CENPJ/PLK2/PCNA/RBL2/CCNA1/CNOT1/PRMT1/CNOT10/CDK1/ZNF385A/RBL1/AURKA/NPM1/CNOT8/CNOT6/CCNE2",26
"R-HSA-72202","Transport of Mature Transcript to Cytoplasm","38/2399","84/10654",3.12895380566964e-06,3.36118084593418e-05,2.71210305195378e-05,"NDC1/THOC6/DDX39A/SRSF2/CPSF4/SRRM1/NUP188/RNPS1/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NCBP1/NUP160/NUP85/WDR33/ZC3H11A/ALYREF/CPSF3/NUP107/SLU7/NUP54/NUP43/CPSF2/THOC1/SRSF7/NUP42/NUP37/SRSF1/CHTOP/RBM8A/EIF4A3/NUP133/SRSF11",38
"R-HSA-110373","Resolution of AP sites via the multiple-nucleotide patch replacement pathway","17/2399","26/10654",3.49162524683377e-06,3.7216935770515e-05,3.00299715231562e-05,"APEX1/RPA1/POLE/LIG1/RFC3/RFC5/FEN1/PARP1/RFC2/POLD1/POLD3/PCNA/RPA2/RFC4/POLE2/PARP2/POLB",17
"R-HSA-168333","NEP/NS2 Interacts with the Cellular Export Machinery","19/2399","31/10654",3.82558080530477e-06,4.0462873902262e-05,3.26490863869735e-05,"NDC1/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NUP160/NUP85/NUP107/XPO1/NUP54/NUP43/NUP42/NUP37/NUP133",19
"R-HSA-8878171","Transcriptional regulation by RUNX1","84/2399","239/10654",4.73767686964388e-06,4.9727524395117e-05,4.01246397798686e-05,"CCND2/H2BC10/ARID1A/PHC1/AGO2/SMARCC1/H2BC17/AUTS2/CTSV/CBX2/SMARCD1/H3C8/H2AX/KMT2D/H2AZ2/EP300/PRKCQ/PSME3/TNRC6C/PSMD11/H2AC8/PSMD5/H2BC12/H2BC9/H3C10/H4C9/SIN3A/H4C13/H2BC15/PRKCB/H3-3B/H3C11/H2BC14/H3C1/H2AC20/MYB/H3C7/ELF1/H4C15/H4C14/H3C2/KMT2A/SMARCA4/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/PSME2/TNRC6A/H2BC7/PSMC2/PTPN11/H4C4/PRMT1/PSMB1/LGALS3/CDK7/WDR5/DPY30/H4C3/ITCH/PSMA3/PSMA5/PRMT6/H2BC13/H2BC5/H2AZ1/ARID2/PSMD7/H2AC14/PSMD10/H2AC6/H4C6/H2BU1/SOCS4/RUNX2/H2BC4/PSMC6/ELF2/PSMA6",84
"R-HSA-159227","Transport of the SLBP independent Mature mRNA","20/2399","34/10654",5.20811210384152e-06,5.42511677483492e-05,4.37747221487158e-05,"NDC1/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NCBP1/NUP160/NUP85/ALYREF/NUP107/NUP54/NUP43/NUP42/NUP37/NUP133",20
"R-HSA-3371556","Cellular response to heat stress","39/2399","89/10654",6.05384830476807e-06,6.25867775868879e-05,5.05006419725014e-05,"NDC1/HSBP1/RPA1/HSPA5/EP300/NUP188/NUP155/ATM/CCAR2/NUP50/NUP210/NUP88/FKBP4/NUP205/NUP35/NUP153/HSPA4/NUP93/HSP90AB1/NUP160/NUP85/SIRT1/HSPA13/MTOR/CAMK2D/HIKESHI/HSPA14/RPA2/NUP107/HSPA9/NUP54/ATR/HSPH1/NUP43/NUP42/NUP37/EEF1A1/PTGES3/NUP133",39
"R-HSA-5685938","HDR through Single Strand Annealing (SSA)","21/2399","37/10654",6.63798837240856e-06,6.81136866571774e-05,5.49602493677818e-05,"BLM/TOP3A/RPA1/EXO1/DNA2/RFC3/RFC5/ATM/RFC2/TOPBP1/BRIP1/BARD1/RAD51/RPA2/RFC4/BRCA1/ATR/RMI1/RBBP8/RHNO1/WRN",21
"R-HSA-168325","Viral Messenger RNA Synthesis","23/2399","43/10654",9.36116583109873e-06,9.53452075389685e-05,7.69330899491466e-05,"NDC1/POLR2H/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NUP160/NUP85/NUP107/POLR2K/NUP54/NUP43/POLR2D/NUP42/NUP37/POLR2B/GTF2F2/NUP133",23
"R-HSA-159230","Transport of the SLBP Dependant Mature mRNA","20/2399","35/10654",9.5858619992912e-06,9.68422597656012e-05,7.8141046348665e-05,"NDC1/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NCBP1/NUP160/NUP85/ALYREF/NUP107/NUP54/NUP43/NUP42/NUP37/NUP133",20
"R-HSA-159236","Transport of Mature mRNA derived from an Intron-Containing Transcript","34/2399","75/10654",9.64901060937262e-06,9.68422597656012e-05,7.8141046348665e-05,"NDC1/THOC6/DDX39A/SRSF2/SRRM1/NUP188/RNPS1/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NCBP1/NUP160/NUP85/ZC3H11A/ALYREF/NUP107/SLU7/NUP54/NUP43/THOC1/SRSF7/NUP42/NUP37/SRSF1/CHTOP/RBM8A/EIF4A3/NUP133/SRSF11",34
"R-HSA-162906","HIV Infection","81/2399","233/10654",1.1120516726484e-05,0.000110802249992141,8.94052221946157e-05,"B2M/ELMO1/HMGA1/SSRP1/NDC1/AP1M2/SKP1/GTF2H3/POLR2H/NEDD4L/LIG1/NUP188/PSME3/RANBP1/TAF13/NUP155/PSMD11/GTF2B/FEN1/PSMD5/RBX1/TAF5/NUP50/NUP210/TBP/CHMP5/NUP88/NUP205/NUP35/NUP153/TAF12/NUP93/RANGAP1/TAF2/NCBP1/PDCD6IP/NUP160/NUP85/SUPT16H/LCK/GTF2E1/PSIP1/PSME2/PSMC2/XRCC5/TAF11/NUP107/PSMB1/XPO1/SLC25A4/LIG4/POLR2K/CDK7/TAF4B/NUP54/SLC25A5/NUP43/PSMA3/PSMA5/XRCC6/AP1S3/POLR2D/NUP42/NUP37/CHMP2B/POLR2B/NPM1/PSMD7/PSMD10/RAC1/GTF2F2/PSMC6/CUL5/TCEA1/TAF15/NUP133/PSMA6/ELOC/CCNT1/CHMP4C/CCNT2",81
"R-HSA-3232142","SUMOylation of ubiquitinylation proteins","21/2399","38/10654",1.16996407234815e-05,0.000115733856077604,9.33844855929531e-05,"NDC1/PIAS4/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NUP160/NUP85/NUP107/NUP54/NUP43/NUP42/NUP37/SUMO1/NUP133/PIAS2",21
"R-HSA-156711","Polo-like kinase mediated events","12/2399","16/10654",1.19955284555388e-05,0.000117813225902613,9.50623082115633e-05,"MYBL2/CDC25A/FOXM1/EP300/CCNB1/PLK1/PKMYT1/CDC25C/CENPF/CCNB2/LIN9/RBBP4",12
"R-HSA-168274","Export of Viral Ribonucleoproteins from Nucleus","19/2399","33/10654",1.38261985885811e-05,0.000133880444079571,0.000108026785117602,"NDC1/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NUP160/NUP85/NUP107/XPO1/NUP54/NUP43/NUP42/NUP37/NUP133",19
"R-HSA-180746","Nuclear import of Rev protein","19/2399","33/10654",1.38261985885811e-05,0.000133880444079571,0.000108026785117602,"NDC1/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NUP160/NUP85/NUP107/NUP54/NUP43/NUP42/NUP37/NPM1/NUP133",19
"R-HSA-162587","HIV Life Cycle","57/2399","152/10654",1.87967415681859e-05,0.000180737899694095,0.000145835595236422,"HMGA1/SSRP1/NDC1/GTF2H3/POLR2H/NEDD4L/LIG1/NUP188/RANBP1/TAF13/NUP155/GTF2B/FEN1/TAF5/NUP50/NUP210/TBP/CHMP5/NUP88/NUP205/NUP35/NUP153/TAF12/NUP93/RANGAP1/TAF2/NCBP1/PDCD6IP/NUP160/NUP85/SUPT16H/GTF2E1/PSIP1/XRCC5/TAF11/NUP107/XPO1/LIG4/POLR2K/CDK7/TAF4B/NUP54/NUP43/XRCC6/POLR2D/NUP42/NUP37/CHMP2B/POLR2B/GTF2F2/TCEA1/TAF15/NUP133/ELOC/CCNT1/CHMP4C/CCNT2",57
"R-HSA-168271","Transport of Ribonucleoproteins into the Host Nucleus","18/2399","31/10654",1.9912598300672e-05,0.00018699753043553,0.000150886428385874,"NDC1/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NUP160/NUP85/NUP107/NUP54/NUP43/NUP42/NUP37/NUP133",18
"R-HSA-170822","Regulation of Glucokinase by Glucokinase Regulatory Protein","18/2399","31/10654",1.9912598300672e-05,0.00018699753043553,0.000150886428385874,"NDC1/NUP188/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/NUP160/NUP85/NUP107/NUP54/NUP43/NUP42/NUP37/NUP133",18
