"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-69275","G2/M Transition","59/1870","196/10654",9.76188674828168e-06,0.000111517146921048,8.48178206318141e-05,"SKP1/MYBL2/RBX1/PSMD5/PSMA3/TP53/FOXM1/CEP72/TUBB4A/PSMD7/GTSE1/PSME3/NEK2/PSMB1/PSMA2/PSME2/PSMC2/CDK7/RBBP4/PLK1/PSMA5/CEP57/PSMD11/PPP2R1B/ALMS1/AKAP9/TUBB2A/TUBB/HAUS1/PCM1/CENPJ/PSMC6/XPO1/PKMYT1/PSMA6/TUBGCP4/EP300/CCNB2/HAUS4/TUBG1/RPS27A/CEP135/CKAP5/CDK2/CSNK1D/TUBB2B/CDK1/HMMR/CCNA1/CEP290/PSMD10/CEP152/BORA/LCMT1/CCNB1/CENPF/PRKAR2B/CDC25A/FGFR1OP",59
"R-HSA-68949","Orc1 removal from chromatin","28/1870","71/10654",1.06653734010208e-05,0.000120814481887194,9.18891967500601e-05,"SKP1/RBX1/PSMD5/CDT1/PSMA3/PSMD7/PSME3/MCM2/MCM5/PSMB1/PSMA2/PSME2/PSMC2/PSMA5/PSMD11/PSMC6/PSMA6/RPS27A/ORC3/CDK2/CCNA1/PSMD10/MCM8/ORC4/ORC5/MCM7/ORC1/MCM3",28
"R-HSA-69052","Switching of origins to a post-replicative state","33/1870","90/10654",1.13629794345282e-05,0.000127644135647867,9.70837014844776e-05,"SKP1/RBX1/PSMD5/CDT1/PSMA3/PSMD7/PSME3/MCM2/CDC26/MCM5/PSMB1/PSMA2/PSME2/PSMC2/PSMA5/CDC27/PSMD11/CCNE2/PSMC6/PSMA6/RPS27A/ANAPC1/ORC3/CDK2/CCNA1/PSMD10/ANAPC10/MCM8/ORC4/ORC5/MCM7/ORC1/MCM3",33
"R-HSA-453274","Mitotic G2-G2/M phases","59/1870","198/10654",1.37448975284223e-05,0.000153124974118291,0.000116463942520081,"SKP1/MYBL2/RBX1/PSMD5/PSMA3/TP53/FOXM1/CEP72/TUBB4A/PSMD7/GTSE1/PSME3/NEK2/PSMB1/PSMA2/PSME2/PSMC2/CDK7/RBBP4/PLK1/PSMA5/CEP57/PSMD11/PPP2R1B/ALMS1/AKAP9/TUBB2A/TUBB/HAUS1/PCM1/CENPJ/PSMC6/XPO1/PKMYT1/PSMA6/TUBGCP4/EP300/CCNB2/HAUS4/TUBG1/RPS27A/CEP135/CKAP5/CDK2/CSNK1D/TUBB2B/CDK1/HMMR/CCNA1/CEP290/PSMD10/CEP152/BORA/LCMT1/CCNB1/CENPF/PRKAR2B/CDC25A/FGFR1OP",59
"R-HSA-165054","Rev-mediated nuclear export of HIV RNA","17/1870","34/10654",1.4967358971749e-05,0.000164032519462745,0.00012476001402211,"NUP37/NDC1/NUP155/NUP42/NUP54/XPO1/NUP35/NUP153/NUP210/RANGAP1/NUP43/NUP107/NUP160/RANBP2/NUP133/RAN/NUP205",17
"R-HSA-4085377","SUMOylation of SUMOylation proteins","17/1870","34/10654",1.4967358971749e-05,0.000164032519462745,0.00012476001402211,"PIAS4/NUP37/NDC1/NUP155/NUP42/NUP54/SUMO1/TOPORS/NUP35/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/NUP133/NUP205",17
"R-HSA-168333","NEP/NS2 Interacts with the Cellular Export Machinery","16/1870","31/10654",1.59532089115942e-05,0.000173426819458298,0.000131905139897222,"NUP37/NDC1/NUP155/NUP42/NUP54/XPO1/NUP35/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/NUP133/RAN/NUP205",16
"R-HSA-5696397","Gap-filling DNA repair synthesis and ligation in GG-NER","14/1870","25/10654",1.61136636340049e-05,0.000173769748629108,0.000132165965301227,"POLK/RPA1/RPA2/PCNA/POLD1/RFC1/LIG1/RFC2/POLE2/RFC4/RPS27A/POLE/RFC5/XRCC1",14
"R-HSA-3371453","Regulation of HSF1-mediated heat shock response","27/1870","69/10654",1.80532864601384e-05,0.000193141509113227,0.000146899757829364,"HSPA5/ATM/NUP37/CCAR2/NDC1/RPA1/HIKESHI/RPA2/ATR/NUP155/NUP42/HSPA13/NUP54/HSPA4/SIRT1/NUP35/NUP153/NUP210/HSPH1/NUP43/NUP107/NUP160/RANBP2/DNAJB6/HSPA9/NUP133/NUP205",27
"R-HSA-6807505","RNA polymerase II transcribes snRNA genes","28/1870","74/10654",2.64554951945562e-05,0.000280803208836707,0.000213573579108975,"NABP1/TAF11/SRRT/GTF2B/POLR2B/TAF5/TAF13/SNAPC1/CDK7/POLR2K/PHAX/INTS13/TBP/CCNT1/GTF2F2/POU2F1/PCF11/RPRD1A/ZNF143/POLR2D/INTS8/INTS2/NABP2/ICE2/CCNT2/GTF2E1/SNAPC3/INTS9",28
"R-HSA-3214847","HATs acetylate histones","45/1870","142/10654",2.67457299889315e-05,0.000281665968945935,0.000214229778036343,"HCFC1/SAP130/H2BC12/RUVBL2/TAF12/H3C8/H3C1/H3C2/H3C10/H2BC6/H2AC21/H2BC11/H3C11/H2BC5/H3C7/H2AC4/H2BC7/H3C12/H2AC13/H2AC11/H2AC20/EP300/KANSL1/JADE2/H4C9/H2AC16/H4C3/H4C5/H2BC17/ACTL6A/H2AC14/H4C6/H4C2/H4C13/H2AC8/PHF20/H4C4/H2AC6/H4C1/WDR5/H3C6/H2BC4/H2AC12/H2BC13/CLOCK",45
"R-HSA-73929","Base-Excision Repair, AP Site Formation","25/1870","63/10654",2.76229683058837e-05,0.000288649312219622,0.000219541176090826,"H2AZ2/MUTYH/H2AX/H2BC12/H2AZ1/H2BC6/H2BC11/H2BC5/H2AC4/H2BC7/H2AC20/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/H4C13/H2AC8/H4C4/H2AC6/H4C1/H2BC4/H2BC13",25
"R-HSA-5689880","Ub-specific processing proteases","63/1870","220/10654",2.81613668033705e-05,0.000292011711161104,0.000222098552765044,"FOXO4/ARRB2/CYLD/RHOT1/USP3/USP34/AR/PSMD5/PSMA3/TP53/H2BC12/PSMD7/USP33/SMAD2/PSME3/TGFBR1/USP15/H2BC6/PSMB1/AXIN2/PSMA2/USP44/PSME2/PSMC2/H2AC21/PSMA5/USP7/H2BC11/PSMD11/TNKS/TOMM20/USP47/H2BC5/H2AC4/H2BC7/USP37/RNF146/H2AC13/BIRC2/PSMC6/CFTR/H2AC11/PSMA6/H2AC20/TAF9B/H2AC16/H2BC17/USP28/H2AC14/USP9X/RPS27A/CDC20/H2AC8/POLB/H2AC6/CCNA1/PSMD10/CLSPN/MDM4/H2BC4/H2AC12/H2BC13/CDC25A",63
"R-HSA-110373","Resolution of AP sites via the multiple-nucleotide patch replacement pathway","14/1870","26/10654",2.92840286411193e-05,0.00029905205006234,0.000227453300609651,"RPA1/RPA2/PCNA/POLD1/APEX1/RFC1/LIG1/RFC2/POLE2/RFC4/POLB/POLE/RFC5/PARP2",14
"R-HSA-5693554","Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)","14/1870","26/10654",2.92840286411193e-05,0.00029905205006234,0.000227453300609651,"ATM/BLM/TOP3A/BARD1/DNA2/RAD51AP1/BRCA2/PALB2/BRIP1/MRE11/XRCC2/WRN/RBBP8/EXO1",14
"R-HSA-5633007","Regulation of TP53 Activity","49/1870","160/10654",3.29329049583492e-05,0.000329847432323457,0.000250875682557432,"EHMT2/ATM/SSRP1/TP53/TAF11/AKT1/TAF2/TAF12/BLM/TAF5/TAF13/RPA1/TOP3A/RBBP4/RPA2/RICTOR/ATR/AURKB/USP7/BARD1/PPP2R1B/DNA2/TBP/GATAD2A/CHEK1/BRIP1/TOPBP1/MRE11/TAF9B/EP300/NOC2L/RFC2/WRN/HDAC2/RFC4/RPS27A/RBBP8/CDK2/CDK1/PHF20/CCNA1/EHMT1/EXO1/CHEK2/RFC5/BRD7/MDM4/SUPT16H/CCNG1",49
"R-HSA-3214841","PKMTs methylate histone lysines","27/1870","71/10654",3.30336820205242e-05,0.000329847432323457,0.000250875682557432,"EHMT2/KMT2D/DPY30/H3C8/SETD6/H3C1/H3C2/H3C10/RBBP4/DOT1L/RELA/H3C11/H3C7/AEBP2/H3C12/H4C9/H4C3/H4C5/H4C6/H4C2/H4C13/ATF7IP/H4C4/H4C1/EHMT1/WDR5/H3C6",27
"R-HSA-4551638","SUMOylation of chromatin organization proteins","27/1870","71/10654",3.30336820205242e-05,0.000329847432323457,0.000250875682557432,"CBX2/NUP37/PHC1/NDC1/NUP155/NUP42/NUP54/SUMO1/NUP35/NUP153/NUP210/H4C9/NUP43/H4C3/NUP107/NUP160/H4C5/RANBP2/NUP133/H4C6/PIAS2/H4C2/HDAC2/H4C13/NUP205/H4C4/H4C1",27
"R-HSA-159236","Transport of Mature mRNA derived from an Intron-Containing Transcript","28/1870","75/10654",3.5229010361646e-05,0.000349181661525727,0.000265580929506527,"THOC6/NUP37/DDX39A/NDC1/RNPS1/SRSF11/NUP155/SRSF7/NUP42/NUP54/ZC3H11A/U2AF1/CHTOP/NUP35/SRSF1/NUP153/SRSF2/NUP210/SRRM1/NUP43/SLU7/NUP107/NUP160/RANBP2/NUP133/NUP205/ALYREF/UPF3B",28
"R-HSA-194315","Signaling by Rho GTPases","113/1870","455/10654",3.99559504317072e-05,0.000393143220306141,0.000299017254863487,"H2AZ2/NCK1/RHOT1/ARHGAP18/CYFIP2/BRK1/AR/NUP37/RTKN/H2AX/H3-3B/H2BC12/TUBB4A/PRKCZ/CALM2/WIPF3/H3C8/SOS1/ARHGEF6/ITGB1/YWHAZ/PPP1CC/H3C1/H2AZ1/H3C2/H3C10/MYL12B/H2BC6/PLK1/ARHGDIA/AURKB/H2BC11/WASF2/INCENP/RHOH/PPP2R1B/IQGAP2/H3C11/CENPI/TUBB2A/ARHGAP44/H2BC5/H3C7/PAK3/H2AC4/H2BC7/H3C12/SYDE1/XPO1/CFTR/SCAI/FLNA/ZW10/ZWILCH/MAD2L1/BUB3/NET1/H2AC20/RANGAP1/CENPK/H4C9/NUP43/H4C3/ROCK1/KIF14/NUP107/ARHGAP5/NUP160/H4C5/RANBP2/H2BC17/KDM4C/ZWINT/MIS12/CENPL/H2AC14/NUP133/H4C6/ARHGAP23/H4C2/KNTC1/H4C13/CDC20/RAC3/KNL1/CKAP5/KIF18A/KTN1/TUBB2B/CENPN/H2AC8/NSL1/GOPC/ECT2/H4C4/H2AC6/H4C1/ITGB3BP/H3C6/RASGRF2/NDC80/ERCC6L/H2BC4/SGO1/ARHGAP26/MYO9A/H2BC13/CENPF/CENPQ/RAC1/NUF2/PIK3R4/BUB1",113
"R-HSA-68867","Assembly of the pre-replicative complex","26/1870","68/10654",4.12128952728216e-05,0.00040257233933162,0.000306188863430421,"PSMD5/CDT1/PSMA3/PSMD7/PSME3/MCM2/MCM5/PSMB1/PSMA2/PSME2/PSMC2/PSMA5/PSMD11/PSMC6/PSMA6/E2F2/RPS27A/ORC3/GMNN/PSMD10/MCM8/ORC4/ORC5/MCM7/ORC1/MCM3",26
"R-HSA-168274","Export of Viral Ribonucleoproteins from Nucleus","16/1870","33/10654",4.34690019657571e-05,0.000415575990424402,0.000316079193091806,"NUP37/NDC1/NUP155/NUP42/NUP54/XPO1/NUP35/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/NUP133/RAN/NUP205",16
"R-HSA-180746","Nuclear import of Rev protein","16/1870","33/10654",4.34690019657571e-05,0.000415575990424402,0.000316079193091806,"NUP37/NDC1/NUP155/NUP42/NUP54/NUP35/NUP153/NUP210/NUP43/NUP107/NPM1/NUP160/RANBP2/NUP133/RAN/NUP205",16
"R-HSA-180910","Vpr-mediated nuclear import of PICs","16/1870","33/10654",4.34690019657571e-05,0.000415575990424402,0.000316079193091806,"HMGA1/NUP37/NDC1/NUP155/NUP42/NUP54/NUP35/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/NUP133/NUP205/PSIP1",16
"R-HSA-110328","Recognition and association of DNA glycosylase with site containing an affected pyrimidine","24/1870","61/10654",4.69220108107718e-05,0.000439242156756392,0.000334079229018215,"H2AZ2/H2AX/H2BC12/H2AZ1/H2BC6/H2BC11/H2BC5/H2AC4/H2BC7/H2AC20/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/H4C13/H2AC8/H4C4/H2AC6/H4C1/H2BC4/H2BC13",24
"R-HSA-110329","Cleavage of the damaged pyrimidine ","24/1870","61/10654",4.69220108107718e-05,0.000439242156756392,0.000334079229018215,"H2AZ2/H2AX/H2BC12/H2AZ1/H2BC6/H2BC11/H2BC5/H2AC4/H2BC7/H2AC20/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/H4C13/H2AC8/H4C4/H2AC6/H4C1/H2BC4/H2BC13",24
"R-HSA-73928","Depyrimidination","24/1870","61/10654",4.69220108107718e-05,0.000439242156756392,0.000334079229018215,"H2AZ2/H2AX/H2BC12/H2AZ1/H2BC6/H2BC11/H2BC5/H2AC4/H2BC7/H2AC20/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/H4C13/H2AC8/H4C4/H2AC6/H4C1/H2BC4/H2BC13",24
"R-HSA-110314","Recognition of DNA damage by PCNA-containing replication complex","15/1870","30/10654",4.77993339755945e-05,0.000444368980683458,0.000337978593772988,"RBX1/RPA1/RPA2/CUL4B/PCNA/POLD1/RFC1/RFC2/POLE2/RAD18/RFC4/RPS27A/USP1/POLE/RFC5",15
"R-HSA-72202","Transport of Mature Transcript to Cytoplasm","30/1870","84/10654",5.00232166551101e-05,0.000461858192130743,0.000351280555314184,"THOC6/NUP37/DDX39A/CPSF2/NDC1/RNPS1/SRSF11/NUP155/SRSF7/NUP42/NUP54/CPSF3/ZC3H11A/U2AF1/CHTOP/NUP35/SRSF1/NUP153/SRSF2/NUP210/SRRM1/NUP43/SLU7/NUP107/NUP160/RANBP2/NUP133/NUP205/ALYREF/UPF3B",30
"R-HSA-6782210","Gap-filling DNA repair synthesis and ligation in TC-NER","25/1870","65/10654",5.13678503881574e-05,0.000471046682470994,0.000358269146280453,"GTF2H3/RBX1/POLK/POLR2B/RPA1/CDK7/RPA2/POLR2K/USP7/CUL4B/PCNA/POLD1/TCEA1/RFC1/LIG1/EP300/POLR2D/RFC2/POLE2/RFC4/RPS27A/AQR/POLE/RFC5/XRCC1",25
"R-HSA-6791226","Major pathway of rRNA processing in the nucleolus and cytosol","54/1870","185/10654",5.85206024090824e-05,0.000533011973293534,0.000405398767755663,"RPS4Y1/PELP1/RRP9/RPL34/WDR12/RPL9/WDR36/RIOK3/RPS21/ERI1/RPL31/DHX37/NOL11/RPL26/UTP20/RPL15/RPS3A/RIOK2/DDX21/RPL18/RPS29/RPS27L/RPS4Y2/HEATR1/RRP1/IMP4/RPLP0/RPL7/RPS24/KRR1/WDR3/DDX52/NOP58/BYSL/BMS1/RPS27A/LAS1L/RPL39L/GNL3/PNO1/CSNK1D/EXOSC5/RPL7A/RPLP1/WDR43/UTP18/RPL22/WDR75/BOP1/EXOSC8/MTREX/EXOSC3/UTP15/RCL1",54
"R-HSA-5685938","HDR through Single Strand Annealing (SSA)","17/1870","37/10654",5.98940865581118e-05,0.000541860595170031,0.000412128861233493,"ATM/BLM/RPA1/TOP3A/RPA2/ATR/BARD1/DNA2/BRIP1/TOPBP1/MRE11/RFC2/WRN/RFC4/RBBP8/EXO1/RFC5",17
"R-HSA-3371556","Cellular response to heat stress","31/1870","89/10654",6.54118660024133e-05,0.000587834635808354,0.000447095842009477,"HSBP1/HSPA5/ATM/NUP37/CCAR2/NDC1/RPA1/HIKESHI/PTGES3/RPA2/ATR/NUP155/NUP42/HSPA13/NUP54/HSPA4/SIRT1/NUP35/NUP153/NUP210/EP300/HSPH1/EEF1A1/NUP43/NUP107/NUP160/RANBP2/DNAJB6/HSPA9/NUP133/NUP205",31
"R-HSA-156711","Polo-like kinase mediated events","10/1870","16/10654",7.74976290626956e-05,0.000691833138917309,0.000526195125179962,"MYBL2/FOXM1/RBBP4/PLK1/PKMYT1/EP300/CCNB2/CCNB1/CENPF/CDC25A",10
"R-HSA-5663220","RHO GTPases Activate Formins","43/1870","140/10654",9.06828868546283e-05,0.000799812108505473,0.000608321875436772,"NUP37/TUBB4A/ITGB1/PPP1CC/PLK1/AURKB/INCENP/PPP2R1B/CENPI/TUBB2A/XPO1/SCAI/ZW10/ZWILCH/MAD2L1/BUB3/RANGAP1/CENPK/NUP43/NUP107/NUP160/RANBP2/ZWINT/MIS12/CENPL/NUP133/KNTC1/CDC20/KNL1/CKAP5/KIF18A/TUBB2B/CENPN/NSL1/ITGB3BP/NDC80/ERCC6L/SGO1/CENPF/CENPQ/RAC1/NUF2/BUB1",43
"R-HSA-3232142","SUMOylation of ubiquitinylation proteins","17/1870","38/10654",9.07798609802206e-05,0.000799812108505473,0.000608321875436772,"PIAS4/NUP37/NDC1/NUP155/NUP42/NUP54/SUMO1/NUP35/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/NUP133/PIAS2/NUP205",17
"R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition","13/1870","25/10654",9.14975137474242e-05,0.000800900315139791,0.000609149544702605,"FOXM1/CDK7/PLK1/PPP2R1B/XPO1/PKMYT1/CCNB2/CDK2/CDK1/CCNA1/LCMT1/CCNB1/CDC25A",13
"R-HSA-113510","E2F mediated regulation of DNA replication","12/1870","22/10654",9.35369117836758e-05,0.000813469400544483,0.000618709351968083,"POLA2/TFDP2/PPP2R1B/PRIM1/POLA1/ORC3/CDK1/MCM8/ORC4/ORC5/CCNB1/ORC1",12
"R-HSA-72306","tRNA processing","35/1870","107/10654",9.98226963262828e-05,0.000862570478511725,0.000656054697852898,"TYW3/TRMT10A/WDR4/POP4/NUP37/EPRS1/NDC1/MTO1/ADAT2/TRMT1/NUP155/PRORP/NUP42/ELAC2/NUP54/NUP35/NUP153/NUP210/TRMT11/NUP43/CDKAL1/NUP107/NUP160/RANBP2/TRMT61B/NUP133/TPRKB/RAN/NUP205/NSUN6/PUS3/TRMT10C/QTRT2/TSEN2/PUS7",35
"R-HSA-6791312","TP53 Regulates Transcription of Cell Cycle Genes","20/1870","49/10654",0.000108517450284149,0.000931729445751803,0.000708655692770776,"ARID3A/TP53/E2F8/TFDP2/RBL2/PCNA/CCNE2/CENPJ/CNOT8/EP300/CNOT9/NPM1/CNOT6/E2F7/CDK2/CDK1/CCNA1/CNOT1/CCNB1/PLK2",20
"R-HSA-174411","Polymerase switching on the C-strand of the telomere","9/1870","14/10654",0.000132825145264959,0.00111905184885728,0.00085112954926362,"POLA2/PRIM1/PCNA/POLD1/POLA1/RFC1/RFC2/RFC4/RFC5",9
"R-HSA-69091","Polymerase switching","9/1870","14/10654",0.000132825145264959,0.00111905184885728,0.00085112954926362,"POLA2/PRIM1/PCNA/POLD1/POLA1/RFC1/RFC2/RFC4/RFC5",9
"R-HSA-69109","Leading Strand Synthesis","9/1870","14/10654",0.000132825145264959,0.00111905184885728,0.00085112954926362,"POLA2/PRIM1/PCNA/POLD1/POLA1/RFC1/RFC2/RFC4/RFC5",9
"R-HSA-5655862","Translesion synthesis by POLK","10/1870","17/10654",0.000158595994724047,0.00132787205520506,0.00100995422596418,"POLK/RPA1/RPA2/PCNA/RFC1/RFC2/RFC4/RPS27A/RFC5/MAD2L2",10
"R-HSA-168325","Viral Messenger RNA Synthesis","18/1870","43/10654",0.00016196600351875,0.00134771711569923,0.00102504800147669,"NUP37/POLR2B/NDC1/POLR2K/NUP155/NUP42/NUP54/GTF2F2/NUP35/NUP153/NUP210/NUP43/POLR2D/NUP107/NUP160/RANBP2/NUP133/NUP205",18
"R-HSA-3108214","SUMOylation of DNA damage response and repair proteins","27/1870","77/10654",0.000166904351066087,0.0013802887437858,0.00104982136221097,"PIAS4/CBX2/NUP37/MDC1/PHC1/BLM/RNF168/NSMCE2/NDC1/RPA1/NUP155/NUP42/NUP54/SUMO1/NUP35/SMC1A/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/WRN/NUP133/PIAS2/NUP205/SMC3",27
"R-HSA-5693568","Resolution of D-loop Structures through Holliday Junction Intermediates","15/1870","33/10654",0.000188526061080154,0.00154959225814664,0.00117859039468595,"ATM/BLM/TOP3A/BARD1/DNA2/RAD51AP1/BRCA2/PALB2/BRIP1/GEN1/MRE11/XRCC2/WRN/RBBP8/EXO1",15
"R-HSA-6790901","rRNA modification in the nucleus and cytosol","23/1870","62/10654",0.000192168134661277,0.00156995542741455,0.00119407823387613,"RRP9/DIMT1/DKC1/WDR36/DHX37/NOP2/NOL11/UTP20/HEATR1/IMP4/KRR1/WDR3/DDX52/NAT10/NOP58/BMS1/PNO1/THUMPD1/WDR43/UTP18/WDR75/UTP15/RCL1",23
"R-HSA-174143","APC/C-mediated degradation of cell cycle proteins","29/1870","86/10654",0.000212467729762339,0.00171500898035708,0.00130440320698719,"SKP1/PSMD5/PSMA3/PSMD7/PSME3/CDC26/NEK2/PSMB1/PSMA2/PSME2/PSMC2/PLK1/PSMA5/CDC27/AURKB/PSMD11/PSMC6/PSMA6/MAD2L1/BUB3/RPS27A/ANAPC1/CDC20/CDK2/CDK1/CCNA1/PSMD10/ANAPC10/CCNB1",29
"R-HSA-453276","Regulation of mitotic cell cycle","29/1870","86/10654",0.000212467729762339,0.00171500898035708,0.00130440320698719,"SKP1/PSMD5/PSMA3/PSMD7/PSME3/CDC26/NEK2/PSMB1/PSMA2/PSME2/PSMC2/PLK1/PSMA5/CDC27/AURKB/PSMD11/PSMC6/PSMA6/MAD2L1/BUB3/RPS27A/ANAPC1/CDC20/CDK2/CDK1/CCNA1/PSMD10/ANAPC10/CCNB1",29
"R-HSA-73856","RNA Polymerase II Transcription Termination","24/1870","67/10654",0.000261432698731053,0.00209768617791345,0.00159546020403537,"THOC6/DDX39A/CPSF2/SNRPF/RNPS1/SNRPE/SRSF11/SRSF7/CPSF3/ZC3H11A/U2AF1/PCF11/CHTOP/SRSF1/SRSF2/SNRPG/SRRM1/PAPOLA/SLU7/SNRPB/ALYREF/CSTF3/NUDT21/UPF3B",24
"R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)","27/1870","79/10654",0.000270494446793222,0.00215755333891872,0.00164099402788289,"GTF2H3/RBX1/POLK/POLR2B/RPA1/COPS5/CDK7/RPA2/POLR2K/USP7/CUL4B/PCNA/COPS4/POLD1/TCEA1/RFC1/LIG1/EP300/POLR2D/RFC2/POLE2/RFC4/RPS27A/AQR/POLE/RFC5/XRCC1",27
"R-HSA-69183","Processive synthesis on the lagging strand","9/1870","15/10654",0.000280314357210808,0.00220544985749896,0.00167742320881148,"POLA2/RPA1/RPA2/DNA2/PRIM1/PCNA/POLD1/POLA1/LIG1",9
"R-HSA-159231","Transport of Mature mRNA Derived from an Intronless Transcript","17/1870","41/10654",0.000281243730355645,0.00220544985749896,0.00167742320881148,"NUP37/CPSF2/NDC1/NUP155/NUP42/NUP54/CPSF3/NUP35/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/NUP133/NUP205/ALYREF",17
"R-HSA-159227","Transport of the SLBP independent Mature mRNA","15/1870","34/10654",0.000283043638981691,0.00220544985749896,0.00167742320881148,"NUP37/NDC1/NUP155/NUP42/NUP54/NUP35/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/NUP133/NUP205/ALYREF",15
"R-HSA-5693537","Resolution of D-Loop Structures","15/1870","34/10654",0.000283043638981691,0.00220544985749896,0.00167742320881148,"ATM/BLM/TOP3A/BARD1/DNA2/RAD51AP1/BRCA2/PALB2/BRIP1/GEN1/MRE11/XRCC2/WRN/RBBP8/EXO1",15
"R-HSA-168271","Transport of Ribonucleoproteins into the Host Nucleus","14/1870","31/10654",0.000334850486618902,0.0025646503179675,0.00195062424621298,"NUP37/NDC1/NUP155/NUP42/NUP54/NUP35/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/NUP133/NUP205",14
"R-HSA-170822","Regulation of Glucokinase by Glucokinase Regulatory Protein","14/1870","31/10654",0.000334850486618902,0.0025646503179675,0.00195062424621298,"NUP37/NDC1/NUP155/NUP42/NUP54/NUP35/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/NUP133/NUP205",14
"R-HSA-5619107","Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)","14/1870","31/10654",0.000334850486618902,0.0025646503179675,0.00195062424621298,"NUP37/NDC1/NUP155/NUP42/NUP54/NUP35/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/NUP133/NUP205",14
"R-HSA-69615","G1/S DNA Damage Checkpoints","24/1870","68/10654",0.000337726756835805,0.00257206592211675,0.00195626441366681,"ATM/PSMD5/PSMA3/TP53/PSMD7/PSME3/PSMB1/PSMA2/PSME2/PSMC2/PSMA5/PSMD11/CCNE2/PSMC6/CHEK1/PSMA6/RPS27A/CDK2/PHF20/CCNA1/CHEK2/PSMD10/MDM4/CDC25A",24
"R-HSA-176408","Regulation of APC/C activators between G1/S and early anaphase","27/1870","80/10654",0.000341038168256925,0.00258082083925249,0.0019629232371013,"SKP1/PSMD5/PSMA3/PSMD7/PSME3/CDC26/PSMB1/PSMA2/PSME2/PSMC2/PLK1/PSMA5/CDC27/PSMD11/PSMC6/PSMA6/MAD2L1/BUB3/RPS27A/ANAPC1/CDC20/CDK2/CDK1/CCNA1/PSMD10/ANAPC10/CCNB1",27
"R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","26/1870","76/10654",0.000342705437853262,0.00258082083925249,0.0019629232371013,"PSMD5/PSMA3/PSMD7/PSME3/CDC26/NEK2/PSMB1/PSMA2/PSME2/PSMC2/PLK1/PSMA5/CDC27/PSMD11/PSMC6/PSMA6/MAD2L1/BUB3/RPS27A/ANAPC1/CDC20/CDK1/CCNA1/PSMD10/ANAPC10/CCNB1",26
"R-HSA-69205","G1/S-Specific Transcription","13/1870","28/10654",0.000390703420602444,0.00292593450540052,0.00222541012670632,"CDT1/TFDP2/RBBP4/E2F6/RBL2/PCNA/POLA1/CDK1/CCNA1/DHFR/ORC1/CDC45/RRM2",13
"R-HSA-159234","Transport of Mature mRNAs Derived from Intronless Transcripts","17/1870","42/10654",0.000396023267957034,0.00294938875804465,0.00224324898511283,"NUP37/CPSF2/NDC1/NUP155/NUP42/NUP54/CPSF3/NUP35/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/NUP133/NUP205/ALYREF",17
"R-HSA-159230","Transport of the SLBP Dependant Mature mRNA","15/1870","35/10654",0.000415657496752109,0.00307860607484529,0.00234152921825653,"NUP37/NDC1/NUP155/NUP42/NUP54/NUP35/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/NUP133/NUP205/ALYREF",15
"R-HSA-5689603","UCH proteinases","32/1870","102/10654",0.000454342569739986,0.00333764028442641,0.00253854571062887,"HCFC1/PSMD5/PSMA3/PSMD7/PSME3/TGFBR1/USP15/PSMB1/PSMA2/PSME2/PSMC2/H2AC21/PSMA5/INO80D/BARD1/PSMD11/H2AC4/H2AC13/PSMC6/H2AC11/PSMA6/H2AC20/H2AC16/UCHL5/ACTL6A/H2AC14/RPS27A/H2AC8/H2AC6/PSMD10/H2AC12/INO80C",32
